CMP	HSC	MEP	MPP	P1	P2	P3	P4	P5	P6	P7	P8
283	792	75	777	44	22	47	14	8	15	16	20
17	19	18	35	12	19	28	12	9	11	14	8
6	2	12	2	2	5	7	2	9	15	21	12
219	186	90	193	27	12	10	6	9	5	6	6
111	111	91	124	24	40	54	43	33	21	24	17
24	17	31	13	13	15	19	18	20	9	18	25
9	5	8	8	4	10	16	14	9	9	17	16
116	101	96	135	20	36	76	47	63	38	45	44
231	137	270	168	21	120	187	139	45	20	28	16
0	2	5	2	4	3	4	1	14	6	6	9
176	210	77	217	35	25	34	31	38	16	20	26
2	0	17	4	6	27	69	54	87	56	51	14
7	9	13	9	7	33	34	23	20	20	24	16
93	130	99	127	30	38	57	42	53	28	52	36
382	435	221	459	57	46	51	30	21	16	33	28
18	4	94	6	4	27	61	78	136	49	40	21
9	1	7	0	7	15	23	24	42	24	34	12
432	297	523	375	45	190	343	343	700	219	189	53
131	232	72	240	39	72	107	97	251	101	141	62
294	470	200	510	107	261	429	441	747	313	382	142
333	482	291	512	64	144	234	253	440	193	228	87
3	3	14	1	1	34	65	84	238	152	313	104
10	12	16	12	6	9	15	15	21	34	165	62
62	86	50	86	13	24	28	12	15	8	27	11
543	611	422	689	85	167	237	185	210	120	260	194
1864	1769	1347	1818	330	642	921	858	1330	565	984	513
59	32	57	39	16	29	55	44	38	37	87	73
35	60	42	58	11	26	30	23	28	10	14	23
169	10	18	7	70	15	10	7	11	9	8	18
135	161	74	172	36	67	67	84	138	77	179	208
186	13	586	48	17	324	564	695	554	108	84	26
16	52	19	45	12	19	48	28	30	36	66	49
9	6	25	12	8	14	21	23	21	19	31	18
78	4	232	18	7	116	142	88	39	9	25	18
144	61	31	91	40	24	33	12	10	11	21	14
156	289	127	274	26	59	53	37	60	30	59	51
247	423	341	376	11	108	133	105	67	32	24	18
616	700	584	767	175	326	421	477	897	407	950	560
332	433	297	442	57	94	102	114	162	77	88	70
112	166	68	133	8	39	41	24	18	9	6	10
193	220	141	191	37	33	54	42	40	28	46	26
146	159	43	127	41	23	22	11	8	4	13	12
469	642	140	644	85	65	53	25	7	14	10	9
1	8	17	2	0	20	21	7	8	7	6	5
217	611	99	572	31	13	15	8	8	9	16	12
55	69	46	82	9	14	29	15	22	18	29	16
15	7	10	9	7	17	18	21	4	10	3	8
5	10	11	6	10	9	7	7	33	24	33	17
18	9	9	4	34	9	4	4	13	9	16	14
935	952	742	1106	169	267	347	339	570	255	379	204
327	378	238	399	45	91	125	105	147	67	95	50
620	689	441	772	136	230	367	312	464	245	520	285
16	18	14	14	8	15	19	9	34	34	101	60
206	144	90	158	30	57	61	57	193	102	147	63
0	0	4	5	4	4	8	7	17	15	13	10
76	16	76	36	16	26	41	23	13	11	18	16
169	10	46	39	65	35	21	10	10	9	8	8
378	41	536	128	21	145	249	247	304	88	73	18
21	9	20	16	9	22	20	12	13	12	19	19
14	21	25	27	1	10	18	21	6	8	10	13
71	238	43	198	5	27	43	24	8	6	9	7
16	14	13	21	4	5	15	8	4	7	3	14
207	327	139	337	25	58	56	39	28	16	15	13
108	173	100	205	17	40	47	37	24	11	8	8
58	19	94	38	6	58	115	151	30	10	14	7
28	9	18	8	13	22	27	13	9	12	7	13
119	82	101	119	19	28	33	26	9	6	8	11
2	3	8	2	3	6	6	12	12	13	10	13
278	6	37	6	41	23	8	12	8	11	9	15
381	899	178	883	22	12	17	9	4	4	12	7
160	92	39	117	25	2	3	6	6	10	7	10
97	10	28	18	33	5	7	2	5	8	10	5
131	3	11	4	24	8	0	1	4	4	8	4
327	491	80	471	26	11	2	5	12	10	13	12
577	7	465	105	24	15	18	4	10	9	14	14
68	104	28	120	15	9	9	3	6	6	10	9
528	503	524	576	77	218	273	250	246	80	125	60
54	5	7	4	34	5	5	4	7	6	5	11
280	318	192	348	22	39	69	49	23	16	15	29
292	390	230	481	31	74	105	90	47	22	24	15
75	83	26	76	20	11	5	1	6	3	4	9
5	1	10	3	3	6	13	7	10	12	26	17
5	3	3	1	4	6	8	7	11	17	22	12
186	11	28	7	19	7	7	7	12	6	9	14
88	10	150	12	4	24	28	20	8	9	7	6
43	2	123	1	2	17	15	8	3	13	7	6
434	618	376	614	51	90	120	124	76	8	12	20
109	114	79	152	13	33	59	48	35	14	30	21
102	0	9	5	33	6	1	3	5	7	10	8
17	7	10	9	5	17	25	17	9	14	17	11
431	477	77	527	47	13	8	2	5	5	13	7
77	2	12	2	31	15	10	4	6	9	12	15
83	69	71	59	13	32	37	31	20	5	35	13
137	126	132	135	6	17	38	26	24	10	33	26
27	27	17	35	8	6	10	5	7	4	37	31
6	16	2	13	13	5	15	10	6	18	28	23
22	5	24	4	5	25	31	51	20	4	16	17
280	291	217	351	38	82	102	91	82	57	81	75
833	791	609	1009	114	208	285	224	405	193	415	177
60	48	14	39	27	15	11	10	6	5	14	13
609	560	462	652	63	124	163	154	224	115	130	56
622	640	439	756	68	84	146	109	162	67	71	25
7	4	23	13	9	48	116	117	41	12	18	12
1	3	10	2	4	15	38	32	23	5	5	10
102	109	81	131	21	48	54	43	20	14	15	21
171	188	122	217	23	47	74	52	17	14	15	12
3	3	3	3	5	6	8	12	10	11	19	8
18	29	18	18	5	39	43	27	13	12	14	17
64	46	57	70	20	29	38	32	28	16	39	25
180	144	134	171	30	26	42	22	17	15	22	15
99	81	106	102	22	13	8	5	9	11	12	16
1180	1413	784	1552	166	230	270	283	445	176	260	102
126	136	33	149	24	5	2	3	4	7	10	4
48	0	9	5	36	9	3	5	6	8	4	9
189	86	182	123	8	20	36	61	9	7	13	6
34	8	12	3	34	7	5	10	5	8	7	11
40	27	34	38	20	11	24	11	14	8	14	11
419	380	223	346	51	25	57	45	11	6	11	5
16	11	12	18	7	22	36	18	8	9	8	6
87	9	127	34	9	23	32	29	10	10	10	8
56	39	37	56	16	5	14	9	7	4	12	7
2	0	1	4	2	6	3	4	12	11	9	11
1	2	5	2	7	9	11	3	10	14	10	20
12	7	24	14	4	24	23	24	12	12	14	8
54	36	65	58	8	17	27	12	12	18	14	10
4	5	6	4	5	7	18	28	20	14	14	15
107	84	94	106	27	43	48	32	21	13	19	19
36	15	38	16	12	20	22	14	9	3	6	11
233	813	222	639	16	18	18	8	13	9	13	14
7	5	15	2	4	28	29	30	13	11	12	15
225	6	177	32	25	130	202	154	51	16	15	9
220	265	130	274	61	75	145	124	255	134	263	152
130	92	150	94	18	42	45	28	36	27	28	13
169	100	165	99	16	113	163	158	281	79	91	20
3	3	4	2	3	7	16	5	2	4	16	6
509	571	437	548	94	161	215	242	498	233	521	313
438	444	334	517	98	156	247	222	444	216	452	344
203	176	142	211	25	60	93	56	95	81	176	127
620	634	430	710	140	253	381	325	709	380	858	615
116	119	139	144	17	37	50	52	36	25	64	39
179	155	117	194	19	36	59	55	46	24	32	27
50	25	46	26	18	23	37	38	35	14	14	13
2020	1940	1477	2103	322	505	790	790	1512	745	1766	1178
19	1	6	3	9	15	22	39	25	14	19	16
20	10	29	12	6	10	28	15	20	6	25	16
8	2	5	2	3	5	13	3	5	5	18	4
2	2	2	6	5	5	13	11	23	7	9	14
1	1	5	2	5	9	18	14	22	8	6	8
1	2	5	2	6	8	20	31	11	8	9	6
53	38	38	56	20	20	17	24	18	19	29	23
38	58	43	64	7	18	42	24	20	14	18	13
102	121	66	120	7	19	28	26	14	9	13	25
48	39	62	54	7	13	24	17	20	13	15	7
2	2	7	2	3	4	12	7	7	7	21	12
8	1	2	6	16	1	2	4	3	5	1	4
166	135	100	148	19	19	17	4	12	4	5	6
34	29	39	28	7	8	27	17	9	13	6	16
123	109	89	120	34	58	59	41	50	27	45	26
73	82	77	104	21	26	48	38	27	16	19	17
3	4	18	9	2	13	11	26	27	11	16	19
8	7	66	0	1	11	13	18	12	4	4	9
79	40	173	65	21	173	292	227	65	35	65	19
25	15	49	19	9	34	84	59	22	12	24	26
493	882	289	760	98	62	70	37	13	10	20	10
3	3	7	2	3	5	10	8	7	9	26	11
201	89	262	145	35	76	108	107	57	11	21	15
154	48	160	122	28	46	68	42	29	13	20	14
199	7	334	15	7	81	101	80	15	8	12	14
58	18	45	23	27	17	36	25	13	12	20	17
3	2	8	2	9	8	10	10	20	15	15	24
95	46	22	50	49	18	19	19	5	7	8	13
32	8	11	8	43	7	7	6	3	8	12	5
69	36	34	48	17	11	11	10	12	8	12	17
259	191	191	185	74	102	156	116	59	16	21	15
427	123	411	179	86	318	513	357	190	44	72	23
87	79	58	74	29	48	44	33	20	14	17	16
346	298	267	449	90	161	221	209	293	148	262	202
342	298	251	319	27	88	115	121	124	75	173	99
292	286	194	323	48	93	113	101	182	135	182	116
882	924	707	1049	178	321	453	456	969	481	1014	706
43	9	172	18	12	222	377	473	762	244	297	120
138	1	298	22	13	82	118	128	192	76	102	33
11	6	15	7	2	21	27	37	28	9	7	13
585	542	453	629	106	179	244	248	433	240	475	280
30	12	37	15	11	34	65	58	41	23	32	14
23	10	62	12	11	50	91	117	70	18	36	23
4	4	52	4	8	76	169	189	347	100	65	19
39	18	40	18	6	28	44	30	10	18	18	17
299	308	244	338	76	187	226	198	202	82	141	76
171	183	90	174	29	31	44	32	31	15	23	21
188	145	104	175	33	58	85	54	68	29	38	25
16	5	41	8	8	37	73	84	56	15	23	20
10	3	16	13	43	18	14	12	18	17	26	18
20	15	27	24	9	21	28	36	19	11	22	22
102	85	164	92	17	68	101	85	45	27	21	24
262	66	706	93	15	209	311	318	188	31	25	13
116	30	97	46	23	13	16	16	11	7	14	9
58	2	32	14	26	10	16	13	17	13	7	18
296	376	151	389	55	30	35	18	17	11	21	9
67	74	57	89	20	42	75	52	43	23	31	19
218	187	327	226	19	45	62	37	18	18	20	14
47	18	78	40	10	53	109	147	90	42	72	35
67	6	235	17	20	222	328	206	99	31	41	32
56	44	55	42	18	42	62	56	68	34	70	44
123	24	64	34	61	48	62	32	37	22	40	21
540	46	447	119	96	251	418	430	445	180	297	151
56	7	99	8	8	72	90	97	77	59	134	56
50	52	38	48	15	67	123	105	112	74	178	121
461	243	298	337	104	135	161	168	192	128	222	135
208	217	170	201	47	124	150	99	130	62	238	186
25	9	58	11	17	45	86	63	54	36	55	24
166	121	81	133	32	20	23	12	11	11	12	17
31	12	61	16	8	74	124	112	94	42	64	28
16	4	48	6	10	54	104	247	1181	412	334	100
116	94	61	103	39	23	21	17	22	12	26	24
68	1	100	11	7	29	82	63	33	26	21	19
120	3	255	22	12	175	325	323	365	87	65	35
5	0	20	2	6	15	33	44	66	29	42	16
17	6	26	10	9	25	52	53	104	49	70	40
10	5	18	3	8	17	15	20	73	45	58	34
919	746	621	761	145	648	1185	1456	3340	896	606	148
152	182	128	176	44	77	117	76	96	42	54	17
610	492	386	569	62	74	150	84	155	76	151	61
12	14	12	2	6	32	37	29	63	34	44	21
136	154	121	169	34	102	161	125	160	66	100	81
438	501	380	534	53	100	113	129	219	101	165	81
739	503	515	607	116	157	200	182	242	113	207	108
162	167	147	198	16	52	62	52	58	25	43	42
681	491	530	565	106	166	262	233	379	167	401	233
220	155	195	183	30	47	66	69	90	38	84	55
137	109	146	134	6	56	85	68	46	18	29	20
217	225	394	224	14	137	212	176	91	22	23	19
1284	1213	828	1347	223	366	469	466	877	442	906	653
33	26	40	23	14	23	25	15	11	16	36	23
49	6	88	6	6	25	48	35	27	24	79	44
71	28	15	47	18	10	8	3	11	7	11	10
35	8	28	11	44	30	26	12	16	12	21	21
18	4	26	5	6	11	16	18	16	12	23	38
138	90	135	90	13	35	48	39	46	27	76	34
12	5	17	5	17	27	33	41	99	45	61	24
510	477	280	447	57	42	26	20	16	18	15	20
21	17	30	14	11	23	46	33	30	26	33	22
11	7	9	15	18	29	61	101	287	118	151	122
137	130	156	136	36	95	133	130	144	66	109	94
84	74	143	67	10	50	75	76	61	39	65	44
86	93	114	111	29	56	97	70	51	39	74	69
342	192	142	183	61	27	20	16	13	5	16	10
12	6	10	7	7	8	12	10	26	18	29	19
1	2	15	3	3	10	8	4	9	11	14	13
12	6	6	6	9	13	18	16	14	7	29	12
9	6	35	7	9	36	65	42	13	15	16	16
7	13	57	15	4	28	32	45	39	24	59	43
8	4	29	7	14	39	60	52	45	16	33	37
119	80	221	73	28	147	263	243	154	59	89	74
169	115	76	174	23	39	55	33	46	28	60	45
82	184	81	172	13	56	80	56	113	78	158	77
214	212	139	256	41	53	68	57	117	58	95	59
800	869	602	945	101	192	228	168	72	42	69	55
870	890	562	907	131	193	206	143	71	56	70	44
3	1	6	2	7	14	12	9	8	12	24	20
32	8	33	14	17	12	25	27	29	16	21	9
41	2	112	9	41	101	88	18	12	8	5	8
54	47	72	41	10	32	38	30	15	12	12	9
330	300	275	341	36	118	181	170	275	119	234	127
987	867	738	1020	161	286	461	509	862	418	867	470
20	1	202	6	4	12	23	5	6	2	5	6
3	1	34	1	6	109	165	217	116	42	44	28
18	3	23	6	5	19	42	60	170	89	143	35
177	4	411	18	8	149	272	313	496	90	50	31
17	2	63	5	1	24	47	63	81	25	29	15
274	213	161	274	69	59	103	101	189	99	246	202
351	214	187	251	74	71	112	87	157	77	142	114
12	2	20	4	6	13	22	17	25	10	19	9
66	47	58	46	5	15	23	15	26	20	24	22
10	5	8	5	4	10	12	8	9	14	98	37
2	5	13	3	2	11	18	13	11	13	28	16
211	260	162	332	38	51	69	49	71	65	126	83
240	217	177	276	50	85	107	91	158	89	190	172
4	2	3	3	1	10	13	11	22	82	304	168
107	1	61	2	18	55	110	142	292	176	460	193
0	1	4	0	3	4	6	7	12	11	43	18
22	15	36	25	1	15	35	22	39	17	26	11
5	3	6	7	2	11	17	14	9	11	87	82
126	171	114	191	20	60	69	72	83	53	144	93
18	10	13	8	6	7	11	6	6	16	26	41
14	6	13	8	5	12	18	10	21	13	24	34
240	171	125	245	16	25	66	36	31	21	71	40
1782	1765	921	1832	223	81	79	28	28	16	31	12
21	5	11	10	11	21	30	11	8	5	11	7
321	454	149	463	22	11	8	7	3	10	6	9
385	81	142	104	33	8	9	7	6	8	5	5
6	7	4	2	4	7	11	14	10	8	7	13
240	2	20	12	35	11	8	11	8	8	4	10
9	3	6	3	13	5	4	7	10	7	21	7
2	3	9	3	3	8	16	13	13	22	27	13
3	2	6	1	4	3	11	11	13	9	20	12
79	84	77	72	12	24	18	19	14	13	13	8
2	3	4	5	7	9	10	17	5	7	15	10
3	1	4	1	4	9	7	8	13	14	17	13
87	37	113	52	12	29	43	31	20	15	20	7
336	52	327	170	29	114	113	89	49	13	20	8
251	2	476	24	7	167	194	192	38	11	10	4
31	14	16	19	21	0	5	6	1	7	5	11
93	107	91	100	15	27	44	38	20	18	26	16
2	1	5	4	0	3	9	12	7	8	10	12
99	9	10	16	9	13	8	3	7	5	7	8
87	78	15	124	15	5	3	6	10	6	8	5
201	289	176	240	18	76	81	42	5	2	13	12
10	5	15	3	10	8	17	9	15	20	11	17
57	6	68	16	13	26	28	20	11	10	15	16
168	428	28	407	22	6	12	7	5	10	15	9
37	47	40	53	6	58	74	43	86	40	58	29
3	5	2	2	7	6	14	11	1	15	11	7
212	117	81	183	19	17	13	14	10	11	18	16
40	3	156	3	4	14	24	12	4	5	8	6
3	1	4	1	10	8	16	10	19	16	19	13
20	18	21	17	15	25	24	31	14	23	28	14
9	14	28	10	0	25	44	29	20	9	3	7
15	6	41	11	4	20	25	26	15	9	17	9
340	528	152	500	14	26	14	12	17	17	20	29
73	51	36	82	23	9	12	7	6	9	12	14
90	21	135	46	9	28	22	23	9	12	11	13
124	115	83	134	23	38	52	35	23	18	25	20
111	153	26	165	23	9	9	10	6	11	10	22
280	279	163	288	56	63	76	70	35	22	24	31
4	0	4	2	5	4	14	6	7	12	9	11
34	35	29	38	20	22	34	23	11	7	5	11
153	33	32	46	20	6	9	3	4	4	9	13
182	164	146	164	31	52	76	45	59	20	51	48
32	28	43	30	21	25	23	14	20	17	23	17
621	713	470	672	135	221	356	349	199	94	191	46
190	187	43	193	36	14	18	8	9	8	12	14
328	7	302	17	33	51	66	56	18	7	13	9
502	7	182	16	133	48	19	12	21	14	15	9
775	1147	171	1116	155	37	15	6	6	8	25	8
283	135	162	153	39	67	61	56	31	24	52	38
211	121	25	160	29	5	13	2	9	7	11	13
89	73	68	75	18	20	40	26	17	26	16	17
208	110	207	137	44	65	60	59	101	53	41	34
454	347	404	405	70	165	233	226	447	203	274	213
63	53	44	53	18	30	27	8	14	8	8	14
206	180	170	181	61	112	136	145	209	91	161	103
120	75	92	91	18	20	32	13	11	8	9	6
247	132	103	214	23	8	5	5	2	8	6	7
135	110	76	128	32	33	38	27	29	23	38	42
329	337	298	331	46	86	98	92	86	45	94	62
112	93	87	123	18	23	31	21	7	9	16	10
300	281	255	325	24	39	80	56	53	13	7	11
316	156	280	221	20	58	95	55	33	12	11	11
5	5	7	7	5	6	11	5	5	13	21	14
1124	933	1190	1095	49	299	483	424	486	142	118	24
486	1016	385	940	33	49	34	14	15	10	17	13
513	683	484	708	42	53	59	16	17	18	19	10
244	586	113	527	20	11	14	9	8	12	19	16
0	3	4	1	4	5	10	10	12	6	16	25
208	51	36	113	54	14	8	3	13	10	16	9
50	5	330	10	12	142	243	311	447	106	80	16
7	2	37	7	3	17	17	21	52	16	19	13
7	4	36	6	5	13	16	21	13	5	10	8
26	2	69	7	2	9	25	19	4	3	7	7
2	1	4	7	1	9	16	9	10	25	26	25
12	6	8	7	7	6	6	12	12	5	20	7
363	238	47	338	42	12	3	1	7	8	8	7
207	178	213	223	100	173	221	215	273	123	135	67
164	430	73	416	27	4	17	5	6	5	17	12
1	4	9	11	3	3	8	12	13	8	20	22
1	3	4	3	4	10	14	5	5	6	8	14
6	0	19	1	4	13	31	23	5	6	6	10
111	67	49	63	16	8	8	2	1	7	11	7
460	282	180	398	27	9	11	15	11	11	10	9
7	4	7	10	5	9	11	7	15	13	28	13
338	947	194	921	20	16	10	14	1	9	11	9
120	7	54	6	33	42	38	25	8	3	5	9
177	288	26	328	34	17	8	2	5	9	4	10
60	23	48	46	14	24	21	17	17	13	20	24
270	305	170	306	32	38	92	49	31	9	19	25
214	171	206	223	34	64	95	125	74	16	17	8
5	5	15	6	1	6	10	9	11	9	23	10
899	811	698	943	179	335	484	457	736	367	789	596
1230	1159	930	1282	153	351	527	488	891	442	917	617
598	595	487	648	75	130	200	167	224	122	225	125
76	131	81	128	13	25	29	17	13	13	17	29
439	348	324	393	79	143	198	175	273	163	346	241
255	166	164	195	39	50	73	74	90	74	119	93
258	37	493	62	7	169	194	159	34	14	10	8
33	7	50	7	2	18	18	19	8	10	18	9
235	132	89	166	21	4	9	7	7	6	9	8
110	59	69	78	14	24	42	43	23	16	43	25
197	50	578	71	13	52	81	84	28	17	31	17
346	262	329	270	66	101	166	118	131	70	161	103
7	6	12	5	4	9	20	8	12	12	13	17
5	3	10	6	6	17	16	5	11	16	20	18
6	3	6	8	10	9	27	13	9	9	21	17
5	5	7	2	5	13	9	4	11	12	15	10
50	43	51	59	35	37	44	39	39	16	23	11
154	140	99	182	54	59	75	73	51	21	25	18
145	122	73	156	48	58	88	81	49	16	13	18
166	188	101	168	36	17	16	6	4	6	10	17
2	1	2	1	4	2	7	5	6	13	27	18
146	72	31	100	36	9	2	6	11	4	2	5
3	2	5	4	5	7	4	7	8	14	9	28
4	5	5	1	3	5	8	5	6	6	14	20
1	2	4	3	5	2	7	8	13	6	14	19
86	63	60	93	18	27	40	25	25	11	26	9
60	50	50	75	10	28	41	39	20	12	24	17
8	7	15	5	4	34	61	42	3	6	9	6
59	43	47	48	6	23	32	25	12	18	22	18
4	5	7	2	6	10	13	20	11	13	16	9
3	2	9	2	5	5	14	21	17	21	24	20
7	4	7	2	3	11	15	8	22	4	15	21
84	105	54	92	6	8	13	10	9	6	9	13
10	1	8	3	5	14	12	11	8	13	21	15
871	865	407	1015	27	10	16	15	9	7	14	10
11	8	15	12	6	5	14	14	14	13	17	11
4	2	6	1	9	4	10	11	16	14	17	21
3	1	4	2	3	8	9	11	17	17	23	16
28	14	33	22	0	22	22	28	47	30	63	34
0	1	3	0	2	9	8	6	15	14	29	17
4	0	8	2	4	13	12	10	18	11	33	23
106	49	47	62	20	15	12	12	10	13	11	4
58	16	48	17	11	36	36	33	28	19	25	19
11	4	18	9	11	34	47	30	14	14	27	28
116	155	113	160	29	67	89	74	72	34	50	19
281	337	282	339	89	196	234	238	232	90	147	46
30	2	4	2	24	8	4	2	2	5	8	7
102	73	100	91	27	38	51	28	23	18	28	19
12	4	16	2	5	34	54	74	22	10	10	19
7	3	10	2	5	9	20	12	23	13	17	19
2	2	6	0	4	5	13	8	6	9	17	15
42	41	49	42	24	39	36	29	31	21	36	20
66	18	128	32	23	104	146	152	76	27	27	25
118	103	117	108	30	44	81	46	34	16	20	14
32	25	23	30	19	25	22	17	28	8	14	8
71	35	69	40	16	36	57	42	23	8	27	24
241	199	216	254	71	152	187	151	60	34	42	35
108	125	128	129	24	52	84	41	22	22	23	14
85	98	92	93	21	29	42	21	11	12	29	9
143	154	38	165	25	9	12	9	5	4	5	4
12	5	52	4	4	14	29	11	11	13	18	18
7	10	12	6	11	31	34	18	13	7	10	20
124	93	137	90	29	80	86	59	27	24	30	38
355	277	317	328	150	256	413	347	488	237	430	250
282	255	248	254	89	171	203	173	196	94	136	96
269	119	201	172	62	149	218	133	72	54	176	97
53	46	46	33	17	48	73	40	35	21	91	46
119	101	88	109	34	82	128	114	172	64	144	108
155	126	146	165	97	168	236	250	386	184	459	312
650	671	562	721	264	302	232	46	36	18	33	22
29	23	24	15	20	29	38	20	15	20	26	20
3	0	12	5	21	30	37	19	10	19	25	37
3	3	10	5	9	7	25	7	8	13	18	30
73	5	11	10	37	14	12	4	5	8	9	5
87	149	55	132	33	43	67	34	34	15	28	12
346	250	233	297	63	41	73	35	29	12	15	24
49	40	54	60	24	44	73	37	32	20	32	29
258	204	133	205	53	31	29	15	18	12	23	10
168	97	118	118	30	30	32	22	16	19	24	22
29	10	58	16	9	17	23	25	35	14	29	13
197	202	144	197	82	101	77	56	36	20	21	19
14	7	21	11	11	23	43	18	16	20	25	21
274	298	167	299	53	61	73	46	24	10	17	10
65	96	84	58	64	133	226	173	80	28	34	21
79	63	49	80	32	51	77	47	37	22	25	29
85	32	59	36	62	69	92	92	74	36	46	47
57	52	66	46	58	55	81	43	43	29	35	41
164	181	159	172	63	91	112	103	71	47	63	46
88	82	73	104	29	44	58	48	43	25	39	27
7	2	14	2	6	6	21	5	8	11	21	17
809	677	742	772	432	665	989	974	1726	878	1697	1111
307	359	166	392	54	55	57	26	23	12	26	19
179	123	119	160	69	76	130	82	35	15	89	50
104	97	51	90	15	22	24	18	21	37	160	70
134	71	63	83	24	32	39	23	16	17	43	30
209	189	219	189	43	172	268	162	42	44	96	42
578	616	317	673	79	50	46	23	17	14	13	7
224	277	80	319	114	33	13	4	10	9	13	11
34	8	9	7	65	19	12	7	14	15	9	12
9	10	12	2	18	6	25	10	9	16	18	23
63	18	22	30	38	14	7	8	10	16	19	13
100	42	65	41	12	27	38	27	11	23	66	58
185	330	59	307	25	19	38	19	19	22	42	53
132	13	165	23	30	53	60	25	18	14	38	25
5	3	11	2	5	10	14	20	47	30	70	29
55	50	31	46	11	22	36	26	17	10	27	14
122	53	73	59	17	21	35	31	29	24	32	29
23	27	6	25	20	10	12	12	6	8	26	15
17	8	24	10	1	22	37	50	53	44	57	29
96	75	35	88	32	20	25	16	9	22	49	36
180	163	113	139	17	82	121	74	144	110	326	120
23	29	25	28	8	20	23	11	8	13	21	14
1	2	11	0	7	6	10	9	7	11	12	14
1	3	6	0	9	5	8	21	8	25	19	30
43	109	45	80	10	25	33	32	13	13	10	14
30	34	27	30	12	18	31	9	9	9	22	13
5	2	7	5	6	10	9	10	12	6	23	23
223	243	105	236	16	19	26	26	9	12	18	12
2	2	5	7	6	1	9	6	6	24	4	9
47	22	90	14	7	75	137	138	41	14	21	17
33	9	72	12	10	36	53	50	16	19	29	32
11	1	8	2	2	6	8	11	7	15	22	27
3	0	5	2	4	4	10	7	12	17	19	18
9	4	20	14	4	12	22	15	9	12	17	17
61	113	75	87	12	38	39	29	27	18	16	12
32	12	37	17	9	22	33	15	16	18	18	22
11	6	26	4	10	27	54	57	32	14	23	12
91	51	82	39	32	60	106	64	65	36	51	11
75	75	62	65	20	45	52	52	21	13	12	19
5	0	7	3	8	6	16	4	11	17	25	16
4	2	6	2	5	10	22	8	3	15	40	23
10	2	27	6	4	48	75	48	30	12	21	9
98	59	51	68	14	28	37	19	18	11	11	19
78	9	187	16	19	119	158	113	71	49	67	28
336	19	648	29	57	304	482	484	533	241	282	119
29	12	72	11	5	84	98	76	43	29	25	13
97	135	120	133	38	74	115	117	114	62	86	49
92	110	115	111	23	76	113	103	148	89	105	54
336	805	139	704	74	64	75	32	37	22	34	34
132	96	110	107	37	114	252	263	312	131	159	87
63	43	39	53	27	67	96	96	129	67	77	55
35	21	31	22	19	48	61	63	151	92	123	110
168	196	138	193	46	75	129	79	60	32	48	34
166	118	117	132	40	68	115	70	52	36	43	25
671	509	524	603	125	199	281	203	185	110	284	121
349	293	381	352	67	130	222	177	355	322	686	291
183	137	156	184	44	35	51	39	38	36	32	31
112	165	157	109	32	98	151	97	165	77	115	79
156	135	145	128	37	72	114	93	175	116	170	91
335	278	329	275	147	230	307	299	591	272	487	314
255	133	169	162	64	124	184	115	77	37	66	35
22	11	25	12	10	36	63	31	16	25	29	20
19	18	30	20	8	34	69	38	43	11	23	22
178	113	142	143	41	65	119	107	74	35	61	43
69	75	26	75	12	23	33	24	21	18	26	25
50	47	30	49	11	27	50	18	14	14	22	16
45	23	27	26	12	27	20	12	32	10	18	24
18	10	33	13	8	21	40	13	17	13	19	13
128	99	78	113	40	72	61	59	63	30	44	37
212	151	124	183	57	64	97	87	87	45	75	41
24	8	69	9	11	35	64	77	55	40	82	43
392	356	367	433	149	187	316	286	382	180	369	163
122	112	85	99	52	50	53	53	38	17	22	25
125	130	71	143	9	60	81	70	26	11	7	8
319	191	324	260	153	280	400	382	522	233	534	252
23	5	51	16	13	28	45	27	21	16	17	22
63	28	56	42	9	21	42	23	19	17	9	22
56	33	40	37	18	72	57	52	33	6	14	10
30	14	46	20	13	28	40	32	16	19	18	13
14	1	22	5	5	10	15	31	17	19	28	20
4	3	17	8	4	4	6	5	17	9	17	13
33	0	0	2	16	5	5	3	5	5	7	4
180	212	199	222	57	118	166	144	149	51	62	38
134	73	228	92	20	50	67	36	16	6	12	14
85	14	129	29	17	9	9	11	3	3	10	9
5	7	9	15	11	16	23	27	20	11	15	10
9	6	10	5	7	7	20	13	21	18	22	9
109	65	130	92	88	123	232	273	551	255	392	315
205	13	177	41	65	99	134	76	26	12	18	22
228	190	151	172	84	146	226	144	144	83	95	63
240	52	235	91	26	88	85	60	19	12	14	14
534	467	494	522	245	445	622	660	1103	413	640	395
188	182	163	208	85	145	210	160	340	170	264	157
2	0	14	3	4	36	60	58	39	5	8	8
166	145	137	156	48	87	113	107	151	96	107	100
192	212	208	236	51	128	182	164	339	150	274	233
349	336	290	367	98	196	247	219	406	165	367	270
63	54	47	55	13	36	47	27	27	25	40	30
8	9	14	9	7	11	29	14	28	12	18	13
7	2	42	4	4	21	39	26	28	14	17	22
29	33	42	35	19	22	34	27	48	36	38	37
10	18	30	23	19	28	44	47	52	40	65	66
38	25	67	40	24	68	100	153	211	63	121	80
99	91	87	93	31	49	48	51	60	31	45	26
89	48	57	86	23	30	44	41	15	20	17	20
86	80	66	74	24	43	36	34	37	14	30	20
88	76	17	84	46	37	44	19	10	9	13	9
119	174	56	188	24	36	41	27	17	14	16	14
48	70	30	56	19	32	48	25	24	17	13	10
31	41	32	40	12	24	29	21	28	14	28	18
61	102	27	82	32	34	31	22	20	11	18	14
